revenue,net profit,operating profit,non-controlling profit,eps,operating-eps,interest revenue,cash from sales,cash from yield,cash from rent,cash to payments,cash to other payments,speculation cash,current payables,cost of sales,ebit,depreciation,interest,cash,current assets,liabilities,marketable securities,current other assets,provisions for employees,non-current assets,goodwill,intangible assets,assets,current liabilities,equity,shares,inventories,shares authorized,net operating cashflows,net investing cashflows,net financing cashflows,bank: non-banking investing cashflow,bank: banking investing cashflow,payment for supplies,payment to employees,property sales (operating),dividends paid,forex,trade receivables,prepayments,cash on hands,cash on banks,cash short investment,employee benefits,Date,TICKER
279548339200.0,123528195200.0,123528195200.0,-4106192000.0,,0.00307,-10874590400.0,1071390344000.0,984880000.0,,573775936000.0,103391187200.0,,114899131200.0,,173416912800.0,45072654400.0,47800014400.0,367864044000.0,845916462400.0,2193923233600.0,226995142400.0,9437423200.0,9651824000.0,4320581436000.0,,97705399200.0,5166497898400.0,212636349600.0,2809042916800.0,17536167720.0,45497668000.0,17536167720.0,281789320000.0,107086002400.0,-211502980000.0,,,573775936000.0,44495363200.0,,158255821600.0,-13451188000.0,134078532800.0,,,40381595200.0,85984569600.0,14711834400.0,201809,COLBUN
10.0,11.0,11.0,11.0,12.0,10.0,11.0,11.0,11.0,12.0,11.0,11.0,12.0,10.0,12.0,11.0,10.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,11.0,10.0,12.0,12.0,10.0,10.0,10.0,201809,COLBUN
6950418000.0,944143000.0,428515000.0,15273000.0,42851.0,41324.0,,16751149000.0,,,5829493000.0,9118000.0,,2651129000.0,5260895000.0,528524000.0,-284815000.0,,579030000.0,10220428000.0,32209229000.0,6000.0,4332682000.0,,39336477000.0,,15739298000.0,49556905000.0,9003626000.0,14914403000.0,100000000.0,,100000000.0,2517824000.0,-2451025000.0,-912882000.0,,,5829493000.0,8394714000.0,,,,3200860000.0,56285000.0,,579030000.0,,,201809,COLO COLO
10.0,11.0,10.0,10.0,10.0,10.0,12.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,10.0,10.0,10.0,12.0,11.0,11.0,11.0,11.0,11.0,12.0,11.0,12.0,11.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,12.0,12.0,11.0,11.0,12.0,11.0,12.0,12.0,201809,COLO COLO
430753713000.0,37967623000.0,37967623000.0,387665000.0,,,792000000.0,485496715000.0,,,381200849000.0,,,140267753000.0,290955358000.0,45861806000.0,17505412000.0,8588908000.0,35242114000.0,558825211000.0,548458575000.0,12298585000.0,6181584000.0,15560999000.0,566755760000.0,66006542000.0,45206156000.0,1125580971000.0,307298286000.0,573987627000.0,747005982000.0,304226520000.0,747005982000.0,20141472000.0,-29524901000.0,12341753000.0,,,381200849000.0,59938505000.0,11427000.0,,1121444000.0,169181016000.0,,,19426471000.0,,57665249000.0,201809,CONCHATORO
11.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,12.0,11.0,12.0,12.0,10.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,12.0,11.0,10.0,12.0,12.0,10.0,12.0,11.0,201809,CONCHATORO
4579858672000.0,242071382400.0,242071382400.0,8797251200.0,179.4618153101779,179.4618153101779,-181860364800.0,,2427350400.0,,12196740283200.0,160368010400.0,,1351577340000.0,3753998912000.0,326255136800.0,374853661600.0,,1093956217600.0,4829816670400.0,9276764271200.0,363257078400.0,128621540000.0,9870770400.0,12943136136800.0,448286314400.0,638059053600.0,17772952807200.0,2801965417600.0,8105903320000.0,1299853848.0,1362886792800.0,1299853848.0,869871016800.0,-1196781477600.0,394377013600.0,,,12196740283200.0,566589342400.0,6385810400.0,170270600000.0,10018502400.0,1386029957600.0,,,437033681600.0,418321719200.0,,201809,COPEC
10.0,10.0,10.0,10.0,10.0,10.0,11.0,12.0,11.0,12.0,11.0,11.0,12.0,10.0,10.0,10.0,11.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,10.0,12.0,12.0,10.0,10.0,12.0,201809,COPEC
178446805000.0,-2027530000.0,-2027530000.0,355216000.0,0.1521799999999999,0.0760899999999999,,282870929000.0,,,254254830000.0,,,92536391000.0,161316787000.0,-4337762000.0,1870508000.0,8045378000.0,8181650000.0,205834016000.0,235638587000.0,7049990000.0,4318310000.0,2124265000.0,76781961000.0,,953384000.0,282615977000.0,168370834000.0,40793655000.0,39010629.0,70250818000.0,39010629.0,7419375000.0,-2162869000.0,-1402645000.0,,,254254830000.0,13179452000.0,,,,112102089000.0,,,7961035000.0,,,201809,COPEVAL
11.0,11.0,11.0,11.0,11.0,11.0,12.0,11.0,12.0,12.0,11.0,12.0,12.0,10.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,12.0,12.0,10.0,12.0,12.0,10.0,12.0,12.0,201809,COPEVAL
86635000.0,77096000.0,77096000.0,,3.34,3.34,,,,,11052000.0,,,341084000.0,,77096000.0,,,234872000.0,296467000.0,3162525000.0,,,,14497703000.0,,,14794170000.0,341084000.0,11631645000.0,23100000.0,,23100000.0,94347000.0,,,,,11052000.0,28390000.0,,,,,,,1336000.0,233536000.0,2850000.0,201809,COVADONGA
10.0,10.0,10.0,12.0,10.0,10.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0,10.0,12.0,10.0,12.0,12.0,10.0,10.0,10.0,12.0,12.0,12.0,10.0,12.0,12.0,10.0,10.0,10.0,10.0,12.0,10.0,11.0,12.0,12.0,12.0,12.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,10.0,10.0,10.0,201809,COVADONGA
81425743000.0,20214086000.0,20214086000.0,2798503000.0,,,710334000.0,230059443000.0,,,160479418000.0,12328046000.0,,36955342000.0,140837077000.0,26171130000.0,4778715000.0,3707808000.0,23234881000.0,232065244000.0,213022016000.0,28218000.0,2551030000.0,3586523000.0,302128121000.0,,11783638000.0,534193365000.0,81340015000.0,258050210000.0,64000000.0,93135594000.0,64000000.0,18820965000.0,-24916387000.0,1053470000.0,,,160479418000.0,32244286000.0,78056000.0,14000556000.0,-766152000.0,96218220000.0,274258000.0,,6883717000.0,11385034000.0,,201809,CRISTALES
10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,10.0,11.0,11.0,10.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,10.0,10.0,12.0,10.0,10.0,12.0,201809,CRISTALES
2257756000.0,-828268000.0,-318076000.0,,-4508.0,-4508.0,,5221690000.0,,,2717456000.0,14000.0,,1231375000.0,2122012000.0,-318076000.0,522596000.0,,2918730000.0,4240890000.0,1599925000.0,,,,9352087000.0,,6118216000.0,13592977000.0,1509064000.0,11993052000.0,70558197.0,23717000.0,70558197.0,247742000.0,-776156000.0,842738000.0,,,2717456000.0,3233536000.0,,,,1279078000.0,,,,,1109009000.0,201809,CRUZADOS
10.0,11.0,10.0,12.0,10.0,10.0,12.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,10.0,10.0,10.0,12.0,11.0,11.0,11.0,12.0,12.0,12.0,11.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,12.0,12.0,11.0,12.0,12.0,12.0,12.0,10.0,201809,CRUZADOS
188683400000.0,3878478000.0,3878478000.0,943824000.0,3.12,3.12,3454938000.0,706784220000.0,,,351632918000.0,100749943000.0,,169188296000.0,145841310000.0,5764168000.0,41642665000.0,5925721000.0,68753599000.0,366563818000.0,847100321000.0,6750491000.0,17945740000.0,8120947000.0,1156285110000.0,21660128000.0,38840621000.0,1522848928000.0,340971562000.0,646769228000.0,945374298.0,13006695000.0,945374298.0,124111916000.0,-166093745000.0,6872448000.0,,,351632918000.0,126283874000.0,,2836223000.0,,121554031000.0,,,11924472000.0,,32410176000.0,201809,CTC
10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,10.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,12.0,10.0,12.0,12.0,10.0,12.0,10.0,201809,CTC
9198131000.0,5710320000.0,5710320000.0,41000.0,3.9409,3.9409,,,,,336095000.0,,,2369000.0,6336000.0,5084162000.0,,,9740000.0,1739914000.0,304389433000.0,,,,856350125000.0,,4260000.0,858090039000.0,61884878000.0,553697575000.0,1550000000.0,,1550000000.0,7349676000.0,,-11129752000.0,,,336095000.0,,,24387258000.0,,,,,5461000.0,,,201809,CVA
10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0,10.0,10.0,10.0,12.0,12.0,10.0,10.0,10.0,12.0,12.0,12.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,11.0,12.0,11.0,12.0,12.0,11.0,12.0,12.0,11.0,12.0,12.0,12.0,12.0,10.0,12.0,12.0,201809,CVA
44031726000.0,2222410000.0,2222410000.0,253665000.0,14.39,14.39,929786000.0,141248857000.0,,,96142297000.0,521991000.0,,22007938000.0,31364510000.0,2686548000.0,1301179000.0,2880352000.0,20049105000.0,87022878000.0,125242803000.0,596486000.0,410331000.0,926916000.0,208779005000.0,4015590000.0,513208000.0,295801883000.0,35766458000.0,151895035000.0,100000000.0,29184976000.0,100000000.0,25738915000.0,7093485000.0,-26981440000.0,,,96142297000.0,16632016000.0,11193000.0,16242179000.0,25986000.0,30056286000.0,,,2991742000.0,1374712000.0,3296217000.0,201809,DUNCANFOX
10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,10.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,10.0,12.0,12.0,10.0,10.0,10.0,201809,DUNCANFOX
263097055200.0,30505521600.0,30505521600.0,2264466400.0,,0.035,,842323923200.0,4355442400.0,,547303119200.0,239401600.0,,120075812000.0,214909149600.0,42061952000.0,25903101600.0,,81488971200.0,305917364800.0,1030116296000.0,1720509600.0,6708548000.0,9733644800.0,2330248050400.0,19015002400.0,183938461600.0,2636165415200.0,269283616800.0,1551375400000.0,1053309776.0,94320442400.0,1053309776.0,189775769600.0,-151246506400.0,-16051271200.0,,,547303119200.0,45029471200.0,10606400.0,27415271200.0,-188642400.0,105508679200.0,,,1974305600.0,,12268574400.0,201809,ECL
10.0,10.0,10.0,10.0,12.0,10.0,12.0,11.0,11.0,12.0,11.0,11.0,12.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,10.0,12.0,12.0,10.0,12.0,10.0,201809,ECL
27594310000.0,2668153000.0,2668153000.0,17078000.0,202.66,202.66,84531000.0,32282928580.0,82332000.0,,18182337580.0,2123127000.0,,4731283000.0,19143282000.0,3576607000.0,4442875000.0,-348088000.0,500862000.0,12526236000.0,30588628000.0,,281479000.0,,68393011000.0,,24122000.0,80919247000.0,7406876000.0,50048941000.0,13081284.0,625208000.0,13081284.0,7418293000.0,-4742166000.0,-3325213000.0,,,18182337580.0,2738795000.0,,1939607000.0,,5994616000.0,,,186532000.0,,2715549000.0,201809,EDELMAG
11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,12.0,10.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,12.0,10.0,12.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,12.0,10.0,12.0,12.0,10.0,12.0,11.0,201809,EDELMAG
14000336000.0,927679000.0,927679000.0,-5000.0,,,,42008937000.0,,,31389446000.0,,,13332716000.0,12344096000.0,927679000.0,2196397000.0,,805429000.0,27736129000.0,27594984000.0,,770800000.0,64024000.0,37114508000.0,873358000.0,1767944000.0,64850637000.0,16148354000.0,37255680000.0,113589915.0,8956761000.0,113589915.0,4513938000.0,-791694000.0,-5252740000.0,,,31389446000.0,5422229000.0,,908719000.0,-28453000.0,15948807000.0,,,400329000.0,,,201809,EDELPA
11.0,11.0,11.0,11.0,12.0,12.0,12.0,11.0,12.0,12.0,11.0,12.0,12.0,10.0,11.0,11.0,11.0,12.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,11.0,10.0,12.0,12.0,10.0,12.0,12.0,201809,EDELPA
249798436000.0,6109068000.0,6109068000.0,-366257000.0,,,,296498005000.0,,,201692895000.0,,,48507244000.0,224032943000.0,7773220000.0,4941983000.0,3168575000.0,13793223000.0,180971970000.0,170635999000.0,,64629000.0,,100188950000.0,2906584000.0,3781242000.0,281160920000.0,146082486000.0,105929736000.0,599718160.0,40105684000.0,605364800.0,5311812000.0,-873930000.0,-630066000.0,,,201692895000.0,96700238000.0,1015718000.0,,,33602203000.0,5091541000.0,,5644840000.0,8106312000.0,,201809,EISA
11.0,11.0,11.0,11.0,12.0,12.0,12.0,11.0,12.0,12.0,11.0,12.0,12.0,10.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,12.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,12.0,12.0,10.0,10.0,12.0,10.0,10.0,12.0,201809,EISA
192871958000.0,25122838000.0,25122838000.0,8988051000.0,,,864133000.0,575133425000.0,,,441816475000.0,14666212000.0,,93773257000.0,415677075000.0,31715218000.0,7354831000.0,9479659000.0,30316203000.0,471351452000.0,472494580000.0,28218000.0,4585662000.0,8606055000.0,498980856000.0,1434585000.0,17797343000.0,970332308000.0,203623073000.0,354487847000.0,43800000.0,214076172000.0,43800000.0,27847243000.0,-32501830000.0,-9178962000.0,,,441816475000.0,64535949000.0,134577000.0,37967259000.0,-52814000.0,189473838000.0,3182674000.0,,10537257000.0,11797508000.0,,201809,ELECMETAL
10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,10.0,11.0,11.0,10.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,10.0,10.0,12.0,10.0,10.0,12.0,201809,ELECMETAL
35808974000.0,1459304000.0,1459304000.0,9681000.0,4.89,4.89,,148821941000.0,,,118611347000.0,,,32277599000.0,30442844000.0,-1908585000.0,4156340000.0,,30548614000.0,97275021000.0,59555879000.0,72667000.0,744267000.0,1952410000.0,148383830000.0,56865308000.0,12332247000.0,245658851000.0,41738833000.0,185951438000.0,296633147.0,34102681000.0,296633147.0,7857073000.0,35478256000.0,-16194120000.0,,,118611347000.0,18490501000.0,,17527000.0,,26002847000.0,,,,28400923000.0,13681174000.0,201809,ELUXSA
10.0,10.0,10.0,10.0,10.0,10.0,12.0,11.0,12.0,12.0,11.0,12.0,12.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,12.0,10.0,12.0,12.0,12.0,10.0,10.0,201809,ELUXSA
129915217000.0,4557096000.0,4557096000.0,122000.0,8.92,8.92,,533106731000.0,,,342734909000.0,72765667000.0,,98672679000.0,77166004000.0,6757155000.0,10893419000.0,8718274000.0,47236725000.0,178688468000.0,371829073000.0,,2510746000.0,5119148000.0,556715846000.0,144477536000.0,4217288000.0,735404314000.0,180200683000.0,363564152000.0,510853230.0,66468077000.0,510853230.0,57994101000.0,-40250530000.0,-45505545000.0,,,342734909000.0,48737287000.0,,30951277000.0,2855679000.0,33670550000.0,,,,,16739976000.0,201809,EMBONOR
10.0,10.0,10.0,10.0,10.0,10.0,12.0,11.0,12.0,12.0,11.0,11.0,12.0,10.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,11.0,10.0,12.0,12.0,12.0,12.0,10.0,201809,EMBONOR
16068232000.0,661932000.0,661932000.0,-23000.0,1.04001,1.04001,,17868332000.0,,,16238023000.0,385006000.0,,2272961000.0,10954120000.0,735282000.0,570169000.0,231417000.0,247159000.0,23078379000.0,19882328000.0,83156000.0,363049000.0,385960000.0,27364170000.0,,995614000.0,50442549000.0,9888967000.0,30560194000.0,636428572.0,14832834000.0,636428572.0,-704806000.0,-2047110000.0,2551404000.0,,,16238023000.0,2846017000.0,48161000.0,,-12223000.0,4556807000.0,293459000.0,,187669000.0,,3159788000.0,201809,EMILIANA
11.0,11.0,11.0,11.0,11.0,11.0,12.0,11.0,12.0,12.0,11.0,11.0,12.0,10.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,12.0,11.0,10.0,10.0,12.0,10.0,12.0,11.0,201809,EMILIANA
423950687200.0,42419539200.0,42419539200.0,295464000.0,,,,498613682400.0,,,339503288000.0,,,64505094400.0,283123453600.0,59814792800.0,23420446400.0,-7238868000.0,74353136800.0,346186835200.0,398812004000.0,20124128800.0,,26957680800.0,546995533600.0,56209374400.0,89859693600.0,893182368800.0,182489172800.0,483652597600.0,123000000.0,95351536000.0,123000000.0,50886476800.0,-34048059200.0,-31740409600.0,,,339503288000.0,88142972000.0,653808800.0,26845556000.0,-432589600.0,122469070400.0,15894448000.0,,27858467200.0,13274667200.0,105014724000.0,201809,ENAEX
11.0,11.0,11.0,11.0,12.0,12.0,12.0,11.0,12.0,12.0,11.0,12.0,12.0,10.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,10.0,10.0,12.0,10.0,10.0,11.0,201809,ENAEX
6530236991200.0,650456420000.0,650456420000.0,262058385600.0,,0.008923,,8572947810400.0,10643522400.0,,4691761495200.0,2743634763200.0,,3272923669600.0,,1078164803200.0,431969125600.0,,1171704160000.0,4885894222400.0,13476375927200.0,162073368000.0,200082160000.0,49244000.0,14952954994400.0,1507835370400.0,3268842478400.0,19838849216800.0,5692827619200.0,4852871196000.0,57452641516.0,278560428800.0,57452641516.0,667221350400.0,-1999994300800.0,1535601410400.0,,,4691761495200.0,435056345600.0,,385730524800.0,-146889548800.0,1762244268800.0,,,380310654400.0,151112411200.0,423837804800.0,201809,ENELAM
11.0,11.0,11.0,11.0,12.0,11.0,12.0,11.0,11.0,12.0,11.0,11.0,12.0,10.0,12.0,11.0,11.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,11.0,10.0,12.0,12.0,10.0,10.0,11.0,201809,ENELAM
1743824242000.0,248321606000.0,248321606000.0,39732469000.0,,,,2245730401000.0,8229141000.0,,1464147059000.0,103357699000.0,,429027290000.0,,337068602000.0,153943799000.0,,199418835000.0,772270803000.0,3493462230000.0,6528497000.0,14761819000.0,,6386408669000.0,913739652000.0,105470932000.0,7158679472000.0,969301657000.0,3416818912000.0,69166557220.0,47350589000.0,70134077818.0,489630236000.0,-1830469007000.0,1125496137000.0,,,1464147059000.0,86440910000.0,,229061136000.0,-4694557000.0,367510579000.0,,,24128140000.0,,90988003000.0,201809,ENELCHILE
11.0,11.0,11.0,11.0,12.0,12.0,12.0,11.0,11.0,12.0,11.0,11.0,12.0,10.0,12.0,11.0,11.0,12.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,11.0,10.0,12.0,12.0,10.0,12.0,11.0,201809,ENELCHILE
929526705000.0,82377475000.0,82377475000.0,156000.0,71.59,71.59,,1090104087000.0,,,999541595000.0,13533524000.0,,120387119000.0,,112647419000.0,27541922000.0,,3004774000.0,237503889000.0,408981661000.0,61491000.0,5730410000.0,,936884102000.0,2240478000.0,37158978000.0,1174387991000.0,225200924000.0,765401410000.0,1150742161.0,14626863000.0,1150742161.0,32440080000.0,-79547661000.0,7507471000.0,,,999541595000.0,23892329000.0,,31231145000.0,10495000.0,189306143000.0,,,2990204000.0,,24416653000.0,201809,ENELDXCH
11.0,11.0,11.0,11.0,11.0,11.0,12.0,11.0,12.0,12.0,11.0,11.0,12.0,10.0,12.0,11.0,11.0,12.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,11.0,10.0,12.0,12.0,10.0,12.0,11.0,201809,ENELDXCH
1068282801000.0,189652233000.0,189652233000.0,6005594000.0,,,,1468432418000.0,8229141000.0,,888073708000.0,76394259000.0,,227578135000.0,,249719906000.0,86623399000.0,,175664753000.0,506449561000.0,1450288126000.0,5028287000.0,5052125000.0,,2962446973000.0,24860356000.0,21125143000.0,3468896534000.0,374279539000.0,1992859907000.0,8201754580.0,27503125000.0,8201754580.0,380732490000.0,-162590289000.0,-248346784000.0,,,888073708000.0,39018587000.0,,237072653000.0,-5157805000.0,162706350000.0,,,14867832000.0,,40289291000.0,201809,ENELGXCH
11.0,11.0,11.0,11.0,12.0,12.0,12.0,11.0,11.0,12.0,11.0,11.0,12.0,10.0,12.0,11.0,11.0,12.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,11.0,10.0,12.0,12.0,10.0,12.0,11.0,201809,ENELGXCH
59827270000.0,-15551930000.0,-15551930000.0,211647000.0,-1.25,-1.25,,258483652000.0,,,98166028000.0,62557252000.0,,36132250000.0,164168564000.0,-19284244000.0,5559052000.0,37064832000.0,59555410000.0,118217761000.0,403542635000.0,,3721893000.0,,456181390000.0,3310727000.0,75186198000.0,574399151000.0,161932950000.0,162958625000.0,4694959628.0,3453305000.0,6700937641.0,23525969000.0,-16862092000.0,22451958000.0,,,98166028000.0,66505141000.0,,2250000000.0,95210000.0,27739337000.0,,,7030545000.0,1189468000.0,17423626000.0,201809,ENJOY
10.0,11.0,11.0,11.0,10.0,10.0,12.0,11.0,12.0,12.0,11.0,11.0,12.0,10.0,11.0,11.0,10.0,11.0,10.0,10.0,10.0,12.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,11.0,10.0,12.0,12.0,10.0,10.0,10.0,201809,ENJOY
4176648800.0,668203200.0,668203200.0,,,,141671200.0,14596679200.0,,,4856216000.0,454560000.0,,863664000.0,2380379200.0,874270400.0,728811200.0,1165946400.0,3161464800.0,13457248800.0,42764247200.0,2360681600.0,2978125600.0,,89457408000.0,,9848800.0,102914656800.0,8465422400.0,60150409600.0,4376.2312,1842483200.0,4376.2312,4195588800.0,2015216000.0,-4144829600.0,,,4856216000.0,1809148800.0,,,-12879200.0,2980398400.0,94700000.0,,349253600.0,171975200.0,691688800.0,201809,ENLASA
10.0,10.0,10.0,12.0,12.0,12.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,10.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,12.0,11.0,10.0,10.0,12.0,10.0,10.0,10.0,201809,ENLASA
481324435000.0,-5267669000.0,-5267669000.0,,-17.44,-17.44,1687118000.0,1623090850000.0,,,1006459901000.0,86113660000.0,,516462210000.0,,-2105936000.0,83747659000.0,-61902072000.0,9116118000.0,730960522000.0,2399912261000.0,9713472000.0,101693586000.0,,2986859347000.0,47176526000.0,308749941000.0,3717819869000.0,586472099000.0,1317907608000.0,302017113.0,97852007000.0,302017113.0,324246848000.0,-387591688000.0,-73189771000.0,,,1006459901000.0,217139084000.0,356082000.0,13292451000.0,4263000.0,412946812000.0,,,6030092000.0,,66890403000.0,201809,ENTEL
10.0,10.0,10.0,12.0,10.0,10.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,10.0,12.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,10.0,12.0,12.0,10.0,12.0,10.0,201809,ENTEL
76048645600.0,10724585600.0,10724585600.0,6063072800.0,,,,237649271200.0,,,186181715200.0,1403075200.0,,15081543200.0,217314529600.0,10395029600.0,11539763200.0,6236563200.0,18440741600.0,187534031200.0,271785969600.0,,4505447200.0,2621296000.0,394993700000.0,,1648537600.0,582527731200.0,182220982400.0,181731572800.0,310906758.0,91366560000.0,310906758.0,23852278400.0,-18534684000.0,-7916920000.0,,,186181715200.0,27507698400.0,28031200.0,,-254553600.0,48794743200.0,,,,400012800.0,,201809,EPERVA
10.0,11.0,11.0,11.0,12.0,12.0,12.0,11.0,12.0,12.0,11.0,11.0,12.0,10.0,11.0,11.0,10.0,11.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,12.0,11.0,10.0,12.0,12.0,12.0,10.0,12.0,201809,EPERVA
1000583000.0,904435000.0,904435000.0,-2000.0,29000.0,29000.0,,216060000.0,,,260067000.0,337269000.0,,48777000.0,9830000.0,890865000.0,,,1779548000.0,8761362000.0,31258592000.0,6696507000.0,,,205154328000.0,,,213915690000.0,522856000.0,182656993000.0,30775276.0,,30775276.0,6233393000.0,-1882644000.0,-3552542000.0,,,260067000.0,185904000.0,,3552542000.0,61520000.0,75689000.0,,,174579000.0,1604245000.0,,201809,ESPANOLA
