revenue,net profit,operating profit,non-controlling profit,eps,operating-eps,interest revenue,cash from sales,cash from yield,cash from rent,cash to payments,cash to other payments,speculation cash,current payables,cost of sales,ebit,depreciation,interest,cash,current assets,liabilities,marketable securities,current other assets,provisions for employees,non-current assets,goodwill,intangible assets,assets,current liabilities,equity,shares,inventories,shares authorized,net operating cashflows,net investing cashflows,net financing cashflows,bank: non-banking investing cashflow,bank: banking investing cashflow,payment for supplies,payment to employees,property sales (operating),dividends paid,forex,trade receivables,prepayments,cash on hands,cash on banks,cash short investment,employee benefits,Date,TICKER
4579675332800.0,735564446400.0,735564446400.0,299286849600.0,,,38932306400.0,13771168693600.0,2427350400.0,,12198507764000.0,161496834400.0,,1351903108000.0,3753815572800.0,983178430400.0,122342551200.0,207777103200.0,1113438659200.0,4852574974400.0,9417874089600.0,363257078400.0,128621540000.0,9870770400.0,13252517248800.0,448286314400.0,638059053600.0,18105092223200.0,2840013604800.0,5145998000000.0,456376483.0,1362886792800.0,456376483.0,881976707200.0,-1194138211200.0,314283541600.0,,,12198507764000.0,567305274400.0,6385810400.0,232077123200.0,7944193600.0,1372468160000.0,,,437275356000.0,432591872800.0,,201809,ANTARCHILE
10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,12.0,11.0,11.0,12.0,10.0,10.0,11.0,10.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,10.0,12.0,12.0,10.0,10.0,12.0,201809,ANTARCHILE
420117231200.0,53991121600.0,53991121600.0,43183200.0,,,1021244800.0,396898306400.0,279554400.0,,365597304800.0,,,123323643200.0,332318967200.0,68299912800.0,218946400.0,11341272000.0,24365173600.0,406906960000.0,573838816800.0,,2293255200.0,356829600.0,504932066400.0,185662001600.0,42564998400.0,911839026400.0,365894284000.0,333113689600.0,1157000000.0,56509384000.0,1157000000.0,50739502400.0,-217008459200.0,160001332000.0,,,365597304800.0,30875230400.0,66668800.0,,-256068800.0,35041272800.0,,,7086590400.0,17131608800.0,,201809,AQUACHILE
11.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,12.0,11.0,12.0,12.0,10.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,12.0,11.0,10.0,12.0,12.0,10.0,10.0,12.0,201809,AQUACHILE
,-9447000.0,-5644000.0,,-40314.0,-40314.0,,,,,12452000.0,,,3070000.0,,-5644000.0,,,,,292674000.0,,,,610823000.0,,,610823000.0,292674000.0,318149000.0,1400000.0,,1400000.0,-22475000.0,,22475000.0,,,12452000.0,10023000.0,,,,,,,,,3000000.0,201809,ATSA
12.0,11.0,10.0,12.0,10.0,10.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0,11.0,12.0,10.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0,12.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,12.0,11.0,12.0,12.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,10.0,201809,ATSA
66792288800.0,7244171200.0,7244171200.0,,,0.0044,,199327590400.0,,,191890231200.0,5580481600.0,,71082577600.0,48831865600.0,10468516800.0,8398753600.0,,5051676800.0,171845650400.0,193048601600.0,,3038733600.0,3370562400.0,224248084800.0,,35523106400.0,396093735200.0,94478023200.0,203045133600.0,0.0,30725225600.0,0.0,23366656800.0,-25648548000.0,-5916098400.0,,,191890231200.0,18469530400.0,,,286372800.0,22954522400.0,,,,,3371320000.0,201809,AUSTRALIS
10.0,10.0,10.0,12.0,12.0,11.0,12.0,11.0,12.0,12.0,11.0,11.0,12.0,10.0,10.0,10.0,11.0,12.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,12.0,11.0,10.0,12.0,12.0,12.0,12.0,11.0,201809,AUSTRALIS
889666000.0,-36982368000.0,-36982368000.0,,-0.0009,-0.0009,,,,,25430000.0,,,3760000.0,,-46055775000.0,,1886413000.0,677913000.0,696877000.0,84861159000.0,,,,115570627000.0,,3303000.0,116267504000.0,3760000.0,31406345000.0,40945048730.0,,40945048730.0,868642000.0,1338183000.0,-1688520000.0,,,25430000.0,,,,,,,,6817000.0,671096000.0,,201809,AXXION
11.0,11.0,11.0,12.0,11.0,11.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0,10.0,12.0,11.0,12.0,11.0,10.0,10.0,10.0,12.0,12.0,12.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,10.0,10.0,12.0,201809,AXXION
3415069000.0,-3051419000.0,1038799000.0,,,,,12257975000.0,,,6330122000.0,,,3188972000.0,4161676000.0,509735000.0,1197876000.0,,1306062000.0,6417305000.0,16705129000.0,,111020000.0,220840000.0,22274775000.0,,9121408000.0,28692080000.0,11104609000.0,11986951000.0,45368874.0,154639000.0,45368874.0,1513602000.0,-978501000.0,-784412000.0,,,6330122000.0,4422047000.0,,,548000.0,1920855000.0,27866000.0,,63097000.0,1239610000.0,,201809,AZUL AZUL
10.0,11.0,10.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0,11.0,12.0,12.0,11.0,10.0,10.0,10.0,12.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,12.0,11.0,11.0,12.0,201809,AZUL AZUL
,25696752000.0,25696752000.0,,,,,,,,358952000.0,,,7817010000.0,,25696752000.0,,1935376000.0,9559030000.0,18114735000.0,72781786000.0,,192731000.0,,431776125000.0,,,449890860000.0,9859651000.0,377109074000.0,1430000000.0,,1430000000.0,4699983000.0,158250000.0,,,,358952000.0,38412000.0,,,,,,,641836000.0,,,201809,BANVIDA
12.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0,10.0,12.0,11.0,12.0,11.0,10.0,10.0,10.0,12.0,10.0,12.0,10.0,12.0,12.0,10.0,10.0,10.0,10.0,12.0,10.0,11.0,11.0,12.0,12.0,12.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,10.0,12.0,12.0,201809,BANVIDA
308124197000.0,7974629000.0,7974629000.0,2562833000.0,0.0094,0.0094,,328958569000.0,490968000.0,,287123141000.0,6519170000.0,,92472298000.0,279774357000.0,10547270000.0,16046230000.0,8494234000.0,33406570000.0,373797790000.0,526624438000.0,3645000.0,2416588000.0,5786941000.0,357777023000.0,2437826000.0,29671979000.0,731574813000.0,255623104000.0,191950639000.0,576172664.0,138248225000.0,580000000.0,-67116165000.0,-24708178000.0,86648328000.0,,,287123141000.0,96476613000.0,1721575000.0,5928244000.0,,159469665000.0,,,15362780000.0,7094887000.0,,201809,BESALCO
11.0,11.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,12.0,11.0,11.0,12.0,10.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,12.0,10.0,12.0,12.0,10.0,10.0,12.0,201809,BESALCO
721326000.0,-35987613000.0,-35987613000.0,,-0.00088,-0.00088,,,,,24018000.0,,,4520000.0,,-35931373000.0,,447860000.0,570778000.0,97927953000.0,18527862000.0,93329868000.0,,,4563225000.0,,1805000.0,102491178000.0,3490039000.0,83963316000.0,40946091157.0,,40946091157.0,149881000.0,295124000.0,33992000.0,,,24018000.0,,,,,,,,23753000.0,547025000.0,,201809,BETLAN DOS
11.0,11.0,11.0,12.0,11.0,11.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0,10.0,12.0,11.0,12.0,11.0,10.0,10.0,10.0,10.0,12.0,12.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,10.0,10.0,12.0,201809,BETLAN DOS
248595888000.0,26524983000.0,26524983000.0,334979000.0,307.8,307.8,,498664159475000.0,,,498277160137000.0,,,4316346334000.0,178793614000.0,33875233000.0,1701670000.0,,572007310000.0,6374450530000.0,9582783348000.0,3168154351000.0,121975939000.0,12014470000.0,4144105651000.0,21943352000.0,7477704000.0,10518556181000.0,5231833450000.0,922159600000.0,85087030.0,,85087030.0,297260036000.0,-42776720000.0,-39621784000.0,,,498277160137000.0,68328306000.0,424000000.0,32566465000.0,1056781000.0,2486799527000.0,,,451809139000.0,59994593000.0,23632968000.0,201809,BICECORP
10.0,10.0,10.0,10.0,10.0,10.0,12.0,11.0,12.0,12.0,11.0,12.0,12.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,10.0,12.0,12.0,10.0,10.0,10.0,201809,BICECORP
97885708000.0,7949496800.0,7949496800.0,390921600.0,,,349253600.0,296466304800.0,,,197572231200.0,10145021600.0,,53732022400.0,66703649600.0,11679161600.0,12844350400.0,3049340000.0,54180521600.0,223563214400.0,211515101600.0,3256922400.0,7206291200.0,,310452358400.0,1067458400.0,55418440000.0,534015572800.0,113163469600.0,306737845600.0,0.1408,47508338400.0,0.1408,50428128800.0,-27629672000.0,12332970400.0,,,197572231200.0,34106394400.0,1505351200.0,4031947200.0,,30206269600.0,,,10904136800.0,24294716800.0,,201809,BLUMAR
10.0,10.0,10.0,10.0,12.0,12.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,10.0,10.0,10.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,12.0,10.0,12.0,12.0,10.0,10.0,12.0,201809,BLUMAR
5422453000.0,1489888000.0,1489888000.0,2930000.0,,,29979000.0,22884211000.0,,,11652075000.0,,,2170767000.0,,1997030000.0,567443000.0,,2568759000.0,25155992000.0,18359612000.0,19719067000.0,76103000.0,562793000.0,28032245000.0,,4147457000.0,53188237000.0,2733560000.0,34581268000.0,48000000.0,,48000000.0,3349412000.0,-5236000.0,-4418743000.0,,,11652075000.0,6403472000.0,,5382808000.0,14084000.0,1296018000.0,,,1610870000.0,,1648722000.0,201809,BOLSASTGO
10.0,10.0,10.0,10.0,12.0,12.0,11.0,11.0,12.0,12.0,11.0,12.0,12.0,10.0,12.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,11.0,10.0,12.0,12.0,10.0,12.0,10.0,201809,BOLSASTGO
,45795404800.0,45795404800.0,,,,,,,,1078064800.0,407588800.0,,136368000.0,,45164324000.0,,,57543508000.0,469384716800.0,561865706400.0,18011940000.0,,,946585592800.0,5206984800.0,,1415970309600.0,48572008800.0,854104603200.0,1936860177.0,,1936860177.0,69140091200.0,-215271282400.0,159661927200.0,,,1078064800.0,496985600.0,,16070211200.0,-130307200.0,,,,2242496000.0,,,201809,CALICHERA
12.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,12.0,10.0,12.0,11.0,12.0,12.0,10.0,10.0,10.0,10.0,12.0,12.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,12.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,11.0,12.0,12.0,12.0,10.0,12.0,12.0,201809,CALICHERA
118725011200.0,7307052000.0,7307052000.0,3881184800.0,9645000.0,9645000.0,40152800.0,407781988000.0,,,328924919200.0,,,61799704800.0,99045593600.0,9061653600.0,4785001600.0,5278956800.0,27773616000.0,226734528000.0,167407629600.0,244704800.0,5959281600.0,1945516800.0,294938983200.0,,38987611200.0,521673511200.0,76220620800.0,270061672000.0,4213880000.0,50578133600.0,4213880000.0,26521303200.0,-30304000000.0,24193956000.0,,,328924919200.0,47769710400.0,188642400.0,,-368951200.0,48756105600.0,,,27667552000.0,,,201809,CAMANCHACA
10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,12.0,12.0,11.0,12.0,12.0,10.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,12.0,11.0,10.0,12.0,12.0,10.0,12.0,12.0,201809,CAMANCHACA
78741913600.0,-828814400.0,-828814400.0,1853089600.0,,,-69699200.0,106244308800.0,,,109587597600.0,-9276812000.0,,17424800.0,,-865936800.0,861391200.0,531077600.0,7576000.0,13636800.0,409861600.0,757600.0,,,118631826400.0,,,118645463200.0,409861600.0,118235601600.0,934796001.0,,934796001.0,-245462400.0,-2272800.0,200764000.0,,,109587597600.0,6478237600.0,515925600.0,,37880000.0,4545600.0,,,6818400.0,,5985797600.0,201809,CAMPOS
11.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,10.0,12.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,12.0,12.0,10.0,12.0,12.0,10.0,10.0,10.0,10.0,12.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,12.0,11.0,10.0,12.0,12.0,10.0,12.0,11.0,201809,CAMPOS
77357000.0,5006000.0,5006000.0,,13.065,13.065,3339000.0,85093000.0,,,22572000.0,32114000.0,,13048000.0,60703000.0,2099000.0,6179000.0,,143934000.0,157601000.0,64760000.0,,315000.0,3353000.0,467669000.0,374702000.0,,625270000.0,64760000.0,560510000.0,383155.0,,383155.0,-26489000.0,-6560000.0,-2690000.0,,,22572000.0,62938000.0,,2690000.0,,11394000.0,,,143934000.0,,32887000.0,201809,CANALISTAS
11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,10.0,11.0,11.0,11.0,12.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,12.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,12.0,10.0,12.0,12.0,10.0,12.0,11.0,201809,CANALISTAS
373167244000.0,36986789600.0,36986789600.0,9955621600.0,,,,1023678968800.0,797752800.0,,673484429600.0,,,281456733600.0,285063667200.0,53394890400.0,108821664000.0,16317946400.0,264639528800.0,905554734400.0,1529583793600.0,76707757600.0,14617134400.0,14910325600.0,3148593933600.0,19260464800.0,509929196000.0,4054148668000.0,654280027200.0,1530052748000.0,149448112.0,272995856800.0,149448112.0,148282775200.0,141625744000.0,-243850227200.0,,,673484429600.0,115346115200.0,12131448800.0,53853238400.0,-5166832000.0,201415536000.0,6082770400.0,,18022546400.0,47387880000.0,90747600800.0,201809,CAP
10.0,10.0,10.0,10.0,12.0,12.0,12.0,11.0,11.0,12.0,11.0,12.0,12.0,10.0,10.0,10.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,10.0,10.0,12.0,10.0,10.0,11.0,201809,CAP
588439048000.0,33894589000.0,33894589000.0,8561673000.0,,,,705350578000.0,,,567354571000.0,15673503000.0,,96697582000.0,383599602000.0,45397287000.0,19853903000.0,12331040000.0,12993717000.0,348017373000.0,578974717000.0,8182396000.0,1790610000.0,,673403132000.0,,158838117000.0,1021420505000.0,213537190000.0,329082360000.0,223062717.0,164154962000.0,223062717.0,50801985000.0,-21513027000.0,-28793818000.0,,,567354571000.0,77054408000.0,503876000.0,14559860000.0,,129217363000.0,,,11338491000.0,,81362656000.0,201809,CAROZZI
11.0,11.0,11.0,11.0,12.0,12.0,12.0,11.0,12.0,12.0,11.0,11.0,12.0,10.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,12.0,10.0,12.0,12.0,10.0,12.0,11.0,201809,CAROZZI
1319019000.0,570776000.0,570776000.0,,56.59,56.59,,5699181000.0,,,4707303000.0,,,991984000.0,3618821000.0,752777000.0,67132000.0,,173032000.0,2112094000.0,1541631000.0,,9797000.0,,4234810000.0,,27615000.0,6346904000.0,1428411000.0,4805273000.0,0.0,137669000.0,2900000.0,796126000.0,-292549000.0,-517397000.0,,,4707303000.0,222511000.0,,75400000.0,,1224851000.0,,,172302000.0,,,201809,CASABLANCA
10.0,11.0,11.0,12.0,10.0,10.0,12.0,11.0,12.0,12.0,11.0,12.0,12.0,10.0,11.0,11.0,10.0,12.0,10.0,10.0,10.0,12.0,10.0,12.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,12.0,10.0,12.0,12.0,10.0,12.0,12.0,201809,CASABLANCA
388348994000.0,24278250000.0,24278250000.0,2757032000.0,58.24,58.24,,1444309632000.0,,,934821870000.0,200317457000.0,,235052984000.0,197063271000.0,36187085000.0,23386927000.0,-5035620000.0,265621010000.0,832433310000.0,915568182000.0,34233836000.0,14982990000.0,23433496000.0,1401160237000.0,116826189000.0,114157660000.0,2233593547000.0,514036235000.0,1210547773000.0,369502872.0,231466007000.0,369502872.0,312079715000.0,-155588587000.0,-32147970000.0,,,934821870000.0,148403149000.0,810423000.0,78677082000.0,-28766750000.0,214442290000.0,,,37286060000.0,167349938000.0,53154549000.0,201809,CCU
10.0,10.0,10.0,10.0,10.0,10.0,12.0,11.0,12.0,12.0,11.0,11.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,10.0,12.0,12.0,10.0,10.0,10.0,201809,CCU
62216244000.0,3126342000.0,3126342000.0,-46110000.0,42.11,42.11,816600000.0,229749917000.0,,,179870398000.0,,,42241305000.0,40189248000.0,2947871000.0,11253112000.0,-5029620000.0,25551278000.0,114905049000.0,209963276000.0,2051000.0,9117463000.0,5992085000.0,321408310000.0,12484535000.0,2864421000.0,436313359000.0,56802770000.0,225396513000.0,0.0,35732439000.0,264221000.0,25639926000.0,-8471586000.0,-11542447000.0,,,179870398000.0,28920253000.0,73877000.0,10332313000.0,11000.0,41668432000.0,,,1876803000.0,14601247000.0,10955068000.0,201809,CEMENTOS
10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,12.0,12.0,11.0,12.0,12.0,10.0,10.0,10.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,10.0,12.0,12.0,10.0,10.0,10.0,201809,CEMENTOS
9957306000.0,1696643000.0,1696643000.0,,1.741004,1.741004,,25224676000.0,,,18751572000.0,131219000.0,,3478030000.0,17304979000.0,2412191000.0,303506000.0,670760000.0,309627000.0,16594683000.0,29221186000.0,,87905000.0,640358000.0,35951607000.0,15328940000.0,16771385000.0,52546290000.0,8511940000.0,23325104000.0,311098624.0,7091534000.0,311098624.0,3128205000.0,-61483000.0,-4394772000.0,,,18751572000.0,4090502000.0,1488000.0,458413000.0,-1152000.0,7460162000.0,,,299066000.0,,927654000.0,201809,CEM
10.0,11.0,11.0,12.0,10.0,10.0,12.0,11.0,12.0,12.0,11.0,11.0,12.0,10.0,11.0,11.0,10.0,11.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,10.0,12.0,12.0,10.0,12.0,10.0,201809,CEM
1860936325000.0,-5690977000.0,-5690977000.0,-78598000.0,34.4,34.4,10564055000.0,8016853225000.0,,,6545222088000.0,376339119000.0,,1569577760000.0,1366606910000.0,21819344000.0,56813744000.0,173914903000.0,124118212000.0,2188431372000.0,5839522427000.0,45475789000.0,21572955000.0,103142884000.0,7433538406000.0,1354715880000.0,372247173000.0,9621969778000.0,2241903154000.0,3782278202000.0,2863129447.0,1091266327000.0,2863129447.0,69715008000.0,-40639946000.0,-119576546000.0,,,6545222088000.0,921786837000.0,4363558000.0,71578236000.0,-7945027000.0,301582983000.0,,,69449593000.0,,328640613000.0,201809,CENCOSUD
10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,10.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,10.0,12.0,12.0,10.0,12.0,10.0,201809,CENCOSUD
164853335000.0,32311145000.0,32311145000.0,12896480000.0,9.21,9.21,3193701000.0,487772657000.0,,,348341197000.0,19292820000.0,,39866756000.0,103246291000.0,46797433000.0,9703606000.0,-2557326000.0,36733073000.0,154444793000.0,786385277000.0,9013000.0,3381007000.0,327097000.0,1730032444000.0,54181623000.0,697468289000.0,1884477237000.0,79938937000.0,661802399000.0,2101150643000.0,8107107000.0,2101150643000.0,71835508000.0,-77763844000.0,-12117481000.0,,,348341197000.0,18075054000.0,,14561883000.0,-2101627000.0,76501990000.0,,,15638066000.0,,6368092000.0,201809,CGEGAS
10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,11.0,10.0,12.0,12.0,10.0,12.0,10.0,201809,CGEGAS
422449558000.0,3240302000.0,3240302000.0,479128000.0,32.11,32.11,7702310000.0,1492830631000.0,129038000.0,,1304835811000.0,19643051000.0,,260911113000.0,366094605000.0,6548345000.0,17951821000.0,20591731000.0,8565996000.0,483746367000.0,1751435374000.0,3476980000.0,5411701000.0,8499000.0,3167985942000.0,218067233000.0,902361256000.0,3651732309000.0,565642933000.0,1858492421000.0,1939979250.0,26229009000.0,1939979250.0,175048371000.0,-137281193000.0,-34945415000.0,,,1304835811000.0,60938411000.0,655789000.0,41484047000.0,-1473939000.0,330817932000.0,,,7776727000.0,,20638969000.0,201809,CGE
10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,10.0,12.0,12.0,10.0,12.0,10.0,201809,CGE
16162402000.0,639082000.0,639082000.0,-787000.0,,,,72562493000.0,,,58942215000.0,2652369000.0,,13675644000.0,10530080000.0,781399000.0,243714000.0,115594000.0,1792126000.0,31434843000.0,26307331000.0,,52309000.0,638248000.0,23963722000.0,,480809000.0,55398565000.0,26234357000.0,29091229000.0,1181420348.0,17050836000.0,1181420348.0,1037682000.0,-2103987000.0,210825000.0,,,58942215000.0,9762708000.0,,3754554000.0,363000.0,11186745000.0,,,877410000.0,913311000.0,1691916000.0,201809,CIC
10.0,10.0,10.0,10.0,12.0,12.0,12.0,11.0,12.0,12.0,11.0,11.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,11.0,10.0,12.0,12.0,10.0,10.0,10.0,201809,CIC
58745819200.0,2656903200.0,2656903200.0,25758400.0,3507000.0,3507000.0,555320800.0,177597349600.0,,,143697780000.0,,,100325937600.0,49315214400.0,3881184800.0,1284889600.0,1719752000.0,26172049600.0,163943882400.0,129140496000.0,,2208404000.0,1825816000.0,118878046400.0,18059668800.0,44698400.0,282821928800.0,117147688000.0,153655674400.0,439817195.0,67130936000.0,439817195.0,14677742400.0,-25559908800.0,-3178132000.0,,,143697780000.0,11278391200.0,7943436000.0,5933523200.0,-516683200.0,57872306400.0,,,4716817600.0,17660413600.0,3309196800.0,201809,CINTAC
10.0,10.0,10.0,11.0,10.0,10.0,11.0,11.0,12.0,12.0,11.0,12.0,12.0,10.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,10.0,12.0,12.0,10.0,10.0,10.0,201809,CINTAC
6856000.0,-2746000.0,-2746000.0,,,,,,,,,,,,2581000.0,-2746000.0,-2581000.0,,627000.0,627000.0,530000.0,,,,375147000.0,,,375774000.0,530000.0,375244000.0,9000.0,,9000.0,,-44000.0,,,,,,,,,,,,,,,201809,CLUBUNION
10.0,10.0,10.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,12.0,12.0,12.0,10.0,12.0,12.0,10.0,10.0,10.0,10.0,12.0,10.0,12.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,201809,CLUBUNION
1229628740800.0,114400630400.0,114400630400.0,56820000.0,,0.0604,9112412800.0,3708971713600.0,18814238400.0,,2629750816000.0,256076376000.0,,541662029600.0,850652977600.0,199677601600.0,85161816000.0,126882090400.0,696492741600.0,2772294013600.0,5039074881600.0,5644120000.0,84729984000.0,52385009600.0,8572912960800.0,78301748000.0,15230790400.0,11345206974400.0,1025913131200.0,6304426735200.0,2500000000.0,915884610400.0,2500000000.0,591758329600.0,-217085734400.0,-303515772800.0,,,2629750816000.0,262103084000.0,6818400.0,90096822400.0,-5558511200.0,691248634400.0,,,19724116000.0,61360296800.0,113458176000.0,201809,CMPC
10.0,10.0,10.0,10.0,12.0,10.0,11.0,11.0,11.0,12.0,11.0,11.0,12.0,10.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,10.0,12.0,12.0,10.0,10.0,10.0,201809,CMPC
